COLUMN_NAME;COLUMN_ID;IS_FILTER_DATE;IS_ID;IS_ORDER_BY;IS_PARTITION;NEW_DATA_TYPE;TABLE_NAME;TRANSFORMATION;ENDPOINT_NAME;DATA_SOURCE;TEAM
cod_zona_postal;16;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(zonapost);PEBDDATA2;apdayc;sofia
direccion;21;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(dirdetclcl);PEBDDATA2;apdayc;sofia
es_activo;17;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(stscliente);PEBDDATA2;apdayc;sofia
fecha_creacion;24;F;F;F;F;timestamp;M_CLIENTE;fn_transform_DatetimeMagic(feccreacio,horcreacio,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_inactivo;23;F;F;F;F;date;M_CLIENTE;fn_transform_DateMagic(fecinact,yyyy-MM-dd,1900-01-01);PEBDDATA2;apdayc;sofia
fecha_modificacion;26;F;F;F;F;timestamp;M_CLIENTE;fn_transform_DatetimeMagic(fecultimod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
id_canal;3;F;F;F;F;string;M_CLIENTE;fn_transform_Concatenate(compania,canal);PEBDDATA2;apdayc;sofia
id_cliente;0;F;T;F;F;string;M_CLIENTE;fn_transform_ClearString(id);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;M_CLIENTE;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
id_segmento;5;F;F;F;F;string;M_CLIENTE;fn_transform_Concatenate(compania,segmcli);PEBDDATA2;apdayc;sofia
id_subgiro;4;F;F;F;F;string;M_CLIENTE;fn_transform_Concatenate(compania,subgirovs);PEBDDATA2;apdayc;sofia
id_sucursal;2;F;F;F;F;string;M_CLIENTE;fn_transform_Concatenate(compania,sucursal);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;M_CLIENTE;fn_transform_Datetime(lastmodifydate);PEBDDATA2;apdayc;sofia
nomb_cliente;18;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(nomcliente);PEBDDATA2;apdayc;sofia
nro_documento_identidad;20;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(ruccliente);PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;M_CLIENTE;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
telefono;22;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(tlfcliente);PEBDDATA2;apdayc;sofia
tipo_documento_identidad;19;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(docuidenti);PEBDDATA2;apdayc;sofia
usuario_creacion;25;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(usuacreac);PEBDDATA2;apdayc;sofia
usuario_modificacion;27;F;F;F;F;string;M_CLIENTE;fn_transform_ClearString(usuaulmod);PEBDDATA2;apdayc;sofia
cod_compania;7;F;F;F;F;string;M_RUTA;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
cod_fuerza_venta;9;F;F;F;F;string;M_RUTA;fn_transform_ClearString(codfvtas,$0);PEBDDATA2;apdayc;sofia
cod_modelo_atencion;13;F;F;F;F;string;M_RUTA;fn_transform_ClearString(modaten);PEBDDATA2;apdayc;sofia
cod_ruta;10;F;F;F;F;string;M_RUTA;fn_transform_ClearString(ruta);PEBDDATA2;apdayc;sofia
cod_sucursal;8;F;F;F;F;string;M_RUTA;fn_transform_ClearString(sucursal);PEBDDATA2;apdayc;sofia
cod_vendedor;12;F;F;F;F;string;M_RUTA;fn_transform_ClearString(vendedor);PEBDDATA2;apdayc;sofia
cod_zona;11;F;F;F;F;string;M_RUTA;fn_transform_ClearString(zonadist);PEBDDATA2;apdayc;sofia
desc_ruta;15;F;F;F;F;string;M_RUTA;fn_transform_ClearString(descruta);PEBDDATA2;apdayc;sofia
es_activo;14;F;F;F;F;string;M_RUTA;fn_transform_ClearString(stsruta);PEBDDATA2;apdayc;sofia
fecha_creacion;16;F;F;F;F;timestamp;M_RUTA;fn_transform_DatetimeMagic(feccreacio,horcreacio,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_modificacion;18;F;F;F;F;timestamp;M_RUTA;fn_transform_DatetimeMagic(fecultimod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;M_RUTA;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
id_fuerza_venta;3;F;F;F;F;string;M_RUTA;fn_transform_Concatenate(compania,sucursal,codfvtas);PEBDDATA2;apdayc;sofia
id_modelo_atencion;6;F;F;F;F;string;M_RUTA;fn_transform_Concatenate(compania,modaten);PEBDDATA2;apdayc;sofia
id_ruta;0;F;T;F;F;string;M_RUTA;fn_transform_ClearString(id);PEBDDATA2;apdayc;sofia
id_sucursal;2;F;F;F;F;string;M_RUTA;fn_transform_Concatenate(compania,sucursal);PEBDDATA2;apdayc;sofia
id_vendedor;5;F;F;F;F;string;M_RUTA;fn_transform_Concatenate(compania,vendedor);PEBDDATA2;apdayc;sofia
id_zona;4;F;F;F;F;string;M_RUTA;fn_transform_Concatenate(compania,sucursal,zonadist);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;M_RUTA;fn_transform_Datetime(lastmodifydate);PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;M_RUTA;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
usuario_creacion;17;F;F;F;F;string;M_RUTA;fn_transform_ClearString(usuacreac);PEBDDATA2;apdayc;sofia
usuario_modificacion;19;F;F;F;F;string;M_RUTA;fn_transform_ClearString(usuaulmod);PEBDDATA2;apdayc;sofia
cod_cliente;4;F;F;F;F;string;M_TIPO_CLIENTE;fn_transform_ClearString(cliente);PEBDDATA2;apdayc;sofia
cod_compania;3;F;F;F;F;string;M_TIPO_CLIENTE;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
fecha_creacion;6;F;F;F;F;timestamp;M_TIPO_CLIENTE;fn_transform_DatetimeMagic(feccreacio,horcreacio,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_modificacion;8;F;F;F;F;timestamp;M_TIPO_CLIENTE;fn_transform_DatetimeMagic(fecultimod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
id_cliente;2;F;F;F;F;string;M_TIPO_CLIENTE;fn_transform_Concatenate(compania,cliente);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;M_TIPO_CLIENTE;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
id_tipo_cliente;0;F;T;F;F;string;M_TIPO_CLIENTE;fn_transform_ClearString(id);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;M_TIPO_CLIENTE;fn_transform_Datetime(lastmodifydate);PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;M_TIPO_CLIENTE;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
tipo_cliente;5;F;F;F;F;string;M_TIPO_CLIENTE;fn_transform_ClearString(tiprelac);PEBDDATA2;apdayc;sofia
usuario_creacion;7;F;F;F;F;string;M_TIPO_CLIENTE;fn_transform_ClearString(usuacreac);PEBDDATA2;apdayc;sofia
usuario_modificacion;9;F;F;F;F;string;M_TIPO_CLIENTE;fn_transform_ClearString(usuaulmod);PEBDDATA2;apdayc;sofia
cod_compania;2;F;F;F;F;string;M_PRESENTACION;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
cod_presentacion;3;F;F;F;F;string;M_PRESENTACION;fn_transform_ClearString(califica2);PEBDDATA2;apdayc;sofia
desc_presentacion;4;F;F;F;F;string;M_PRESENTACION;fn_transform_ClearString(descrip);PEBDDATA2;apdayc;sofia
fecha_creacion;5;F;F;F;F;timestamp;M_PRESENTACION;fn_transform_DatetimeMagic(feccrea,horcrea,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_modificacion;7;F;F;F;F;timestamp;M_PRESENTACION;fn_transform_DatetimeMagic(fecultmod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;M_PRESENTACION;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
id_presentacion;0;F;T;F;F;string;M_PRESENTACION;fn_transform_ClearString(id);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;M_PRESENTACION;fn_transform_Datetime(lastmodifydate);PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;M_PRESENTACION;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
usuario_creacion;6;F;F;F;F;string;M_PRESENTACION;fn_transform_ClearString(usucrea);PEBDDATA2;apdayc;sofia
usuario_modificacion;8;F;F;F;F;string;M_PRESENTACION;fn_transform_ClearString(ultusumod);PEBDDATA2;apdayc;sofia
cod_compania;2;F;F;F;F;string;M_TIPO_DOCUMENTO;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
cod_tipo_documento;3;F;F;F;F;string;M_TIPO_DOCUMENTO;fn_transform_ClearString(tipodoc);PEBDDATA2;apdayc;sofia
desc_tipo_documento;4;F;F;F;F;string;M_TIPO_DOCUMENTO;fn_transform_ClearString(descrip);PEBDDATA2;apdayc;sofia
es_activo;5;F;F;F;F;string;M_TIPO_DOCUMENTO;fn_transform_ClearString(estado);PEBDDATA2;apdayc;sofia
fecha_creacion;6;F;F;F;F;timestamp;M_TIPO_DOCUMENTO;fn_transform_DatetimeMagic(fecultmod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_modificacion;8;F;F;F;F;timestamp;M_TIPO_DOCUMENTO;fn_transform_DatetimeMagic(fecultmod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;M_TIPO_DOCUMENTO;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
id_tipo_documento;0;F;T;F;F;string;M_TIPO_DOCUMENTO;fn_transform_ClearString(id);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;M_TIPO_DOCUMENTO;fn_transform_Datetime(lastmodifydate);PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;M_TIPO_DOCUMENTO;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
usuario_creacion;7;F;F;F;F;string;M_TIPO_DOCUMENTO;fn_transform_ClearString(usucrea);PEBDDATA2;apdayc;sofia
usuario_modificacion;9;F;F;F;F;string;M_TIPO_DOCUMENTO;fn_transform_ClearString(ultusumod);PEBDDATA2;apdayc;sofia
cod_almacen_emisor;10;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;emisor;PEBDDATA2;apdayc;sofia
cod_centro_distribucion;18;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;discendist;PEBDDATA2;apdayc;sofia
cod_compania;8;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;compania;PEBDDATA2;apdayc;sofia
cod_condicion_pago;30;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;formpago;PEBDDATA2;apdayc;sofia
cod_documento_transaccion;11;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;docupedido;PEBDDATA2;apdayc;sofia
cod_empleado_aprobado;25;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;aprobadop;PEBDDATA2;apdayc;sofia
cod_empleado_desaprobado;27;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;desaprobp;PEBDDATA2;apdayc;sofia
cod_estado_pedido;17;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;stspedido;PEBDDATA2;apdayc;sofia
cod_fuerza_venta;23;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_ClearString(codfvtas,$0);PEBDDATA2;apdayc;sofia
cod_modulo;22;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;modulo;PEBDDATA2;apdayc;sofia
cod_moneda;31;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;moneda;PEBDDATA2;apdayc;sofia
cod_ruta_distribucion;21;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;ruta;PEBDDATA2;apdayc;sofia
cod_sucursal;9;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;sucursal;PEBDDATA2;apdayc;sofia
cod_tipo_documento_origen;13;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;origpedido;PEBDDATA2;apdayc;sofia
cod_tipo_pedido;29;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;tipoped;PEBDDATA2;apdayc;sofia
cod_vendedor;20;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;vendedor;PEBDDATA2;apdayc;sofia
cod_zona_distribucion;19;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;zonadist;PEBDDATA2;apdayc;sofia
fecha_aprobacion;26;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fecaprobac;PEBDDATA2;apdayc;sofia
fecha_creacion;32;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_DatetimeMagic(feccreacio,horcreacio,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_entrega;24;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_DateMagic(fecentrega,yyyy-MM-dd,1900-01-01);PEBDDATA2;apdayc;sofia
fecha_modificacion;34;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_DatetimeMagic(fecultimod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_pedido;15;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_DateMagic(fecpedido,yyyy-MM-dd,1900-01-01);PEBDDATA2;apdayc;sofia
flgdesaprobado;28;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;flgdesapro;PEBDDATA2;apdayc;sofia
id_almacen;3;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_Concatenate(compania,sucursal,emisor);PEBDDATA2;apdayc;sofia
id_almacen_emisor;3;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;sucursal;PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;T_DOCUMENTO_PEDIDO_ADES;compania;PEBDDATA2;apdayc;sofia
id_comprobante;5;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;docupedido;PEBDDATA2;apdayc;sofia
id_documento_almacen;5;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_Concatenate(compania,sucursal,emisor,docucomalm,nrocomalm);PEBDDATA2;apdayc;sofia
id_documento_pedido;0;F;T;F;F;string;T_DOCUMENTO_PEDIDO_ADES;id;PEBDDATA2;apdayc;sofia
id_documento_transaccion;4;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;emisor;PEBDDATA2;apdayc;sofia
id_fuerza_venta;7;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_Concatenate(compania,sucursal,codfvtas);PEBDDATA2;apdayc;sofia
id_sucursal;2;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_Concatenate(compania,sucursal);PEBDDATA2;apdayc;sofia
id_tipo_documento;4;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_Concatenate(compania,docupedido);PEBDDATA2;apdayc;sofia
id_vendedor;6;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_Concatenate(compania,vendedor);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;T_DOCUMENTO_PEDIDO_ADES;lastmodifydate;PEBDDATA2;apdayc;sofia
nro_comprobante;12;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;nropedido;PEBDDATA2;apdayc;sofia
nro_pedido_origen;14;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;nropediori;PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;T_DOCUMENTO_PEDIDO_ADES;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
processperiod;-3;F;F;F;T;string;T_DOCUMENTO_PEDIDO_ADES;fn_transform_Date_to_String(fn_transform_DateMagic(fecpedido,yyyy-MM-dd,1900-01-01),yyyyMM);PEBDDATA2;apdayc;sofia
total_cajas;16;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;tcajped;PEBDDATA2;apdayc;sofia
usuario_creacion;33;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;usuacreac;PEBDDATA2;apdayc;sofia
usuario_modificacion;35;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES;usuaulmod;PEBDDATA2;apdayc;sofia
cod_compania;2;F;F;F;F;string;M_SUBGIRO;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
cod_subgiro;3;F;F;F;F;string;M_SUBGIRO;fn_transform_ClearString(subgiro);PEBDDATA2;apdayc;sofia
desc_subgiro;4;F;F;F;F;string;M_SUBGIRO;fn_transform_ClearString(descsgiro);PEBDDATA2;apdayc;sofia
es_activo;5;F;F;F;F;string;M_SUBGIRO;fn_transform_ClearString(estsgiro);PEBDDATA2;apdayc;sofia
fecha_creacion;6;F;F;F;F;timestamp;M_SUBGIRO;fn_transform_DatetimeMagic(feccrea,horacrea,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_modificacion;8;F;F;F;F;timestamp;M_SUBGIRO;fn_transform_DatetimeMagic(fecmodi,horamodi,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;M_SUBGIRO;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
id_subgiro;0;F;T;F;F;string;M_SUBGIRO;fn_transform_ClearString(id);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;M_SUBGIRO;fn_transform_Datetime(lastmodifydate);PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;M_SUBGIRO;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
usuario_creacion;7;F;F;F;F;string;M_SUBGIRO;fn_transform_ClearString(usuacrea);PEBDDATA2;apdayc;sofia
usuario_modificacion;9;F;F;F;F;string;M_SUBGIRO;fn_transform_ClearString(usuamodi);PEBDDATA2;apdayc;sofia
cod_compania;2;F;F;F;F;string;M_LINEA;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
cod_linea;3;F;F;F;F;string;M_LINEA;fn_transform_ClearString(linea);PEBDDATA2;apdayc;sofia
desc_linea;4;F;F;F;F;string;M_LINEA;fn_transform_ClearString(descrip);PEBDDATA2;apdayc;sofia
fecha_creacion;6;F;F;F;F;timestamp;M_LINEA;fn_transform_DatetimeMagic(fecultmod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_modificacion;8;F;F;F;F;timestamp;M_LINEA;fn_transform_DatetimeMagic(fecultmod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
flg_linea;5;F;F;F;F;string;M_LINEA;fn_transform_ClearString(flglinea);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;M_LINEA;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
id_linea;0;F;T;F;F;string;M_LINEA;fn_transform_ClearString(id);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;M_LINEA;fn_transform_Datetime(lastmodifydate);PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;M_LINEA;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
usuario_creacion;7;F;F;F;F;string;M_LINEA;fn_transform_ClearString(usucrea);PEBDDATA2;apdayc;sofia
usuario_modificacion;9;F;F;F;F;string;M_LINEA;fn_transform_ClearString(ultusumod);PEBDDATA2;apdayc;sofia
cod_compania;3;F;F;F;F;string;M_DIVISION;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
cod_division;4;F;F;F;F;string;M_DIVISION;fn_transform_ClearString(discendist);PEBDDATA2;apdayc;sofia
cod_jefe_venta;6;F;F;F;F;string;M_DIVISION;fn_transform_ClearString(jefevta);PEBDDATA2;apdayc;sofia
desc_division;5;F;F;F;F;string;M_DIVISION;fn_transform_ClearString(desccentdi);PEBDDATA2;apdayc;sofia
es_activo;7;F;F;F;F;string;M_DIVISION;fn_transform_ClearString(stscendist);PEBDDATA2;apdayc;sofia
fecha_creacion;8;F;F;F;F;timestamp;M_DIVISION;fn_transform_DatetimeMagic(feccreacio,horcreacio,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_modificacion;10;F;F;F;F;timestamp;M_DIVISION;fn_transform_DatetimeMagic(fecultimod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;M_DIVISION;fn_transform_ClearString(compania);PEBDDATA2;apdayc;sofia
id_division;0;F;T;F;F;string;M_DIVISION;fn_transform_ClearString(id);PEBDDATA2;apdayc;sofia
id_jefe_venta;2;F;F;F;F;string;M_DIVISION;fn_transform_Concatenate(compania,jefevta);PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;M_DIVISION;fn_transform_Datetime(lastmodifydate);PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;M_DIVISION;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
usuario_creacion;9;F;F;F;F;string;M_DIVISION;fn_transform_ClearString(usuacreac);PEBDDATA2;apdayc;sofia
usuario_modificacion;11;F;F;F;F;string;M_DIVISION;fn_transform_ClearString(usuaulmod);PEBDDATA2;apdayc;sofia
cantidad_botellas_aten;32;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;qbotaten;PEBDDATA2;apdayc;sofia
cantidad_botellas_pedido;30;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;qbotpedid;PEBDDATA2;apdayc;sofia
cantidad_botellas_saldo;34;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;qbotsaldo;PEBDDATA2;apdayc;sofia
cantidad_cajas_aten;31;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;qcajaten;PEBDDATA2;apdayc;sofia
cantidad_cajas_pedido;29;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;qcajapedid;PEBDDATA2;apdayc;sofia
cantidad_cajas_saldo;33;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;qcajsaldo;PEBDDATA2;apdayc;sofia
cod_almacen_emisor;16;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;emisor;PEBDDATA2;apdayc;sofia
cod_almacen_emisor_aten;25;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;emisaten;PEBDDATA2;apdayc;sofia
cod_articulo;19;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;articulo;PEBDDATA2;apdayc;sofia
cod_cliente;20;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;cliente;PEBDDATA2;apdayc;sofia
cod_compania;14;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;compania;PEBDDATA2;apdayc;sofia
cod_compania_aten;23;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;compaten;PEBDDATA2;apdayc;sofia
cod_docum_aten;26;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;docucomalm;PEBDDATA2;apdayc;sofia
cod_documento_transaccion;17;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;docupedido;PEBDDATA2;apdayc;sofia
cod_procedimiento;21;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;procpedido;PEBDDATA2;apdayc;sofia
cod_sucursal;15;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;sucursal;PEBDDATA2;apdayc;sofia
cod_sucursal_aten;24;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;sucuaten;PEBDDATA2;apdayc;sofia
estado;35;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;estado;PEBDDATA2;apdayc;sofia
estado_pedido;36;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;stspedido;PEBDDATA2;apdayc;sofia
fecha_aten;39;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fechaaten;PEBDDATA2;apdayc;sofia
fecha_creacion;40;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_DatetimeMagic(feccreacio,horcreacio,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_docum_aten;28;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fechadoc;PEBDDATA2;apdayc;sofia
fecha_entrega;38;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fechaentrega;PEBDDATA2;apdayc;sofia
fecha_modificacion;42;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_DatetimeMagic(fecultimod,horultimod,yyyy-MM-dd HH:mm:ss,1900-01-01 00:00:01);PEBDDATA2;apdayc;sofia
fecha_programada;22;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fechaprog;PEBDDATA2;apdayc;sofia
id_almacen_emisor;11;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_Concatenate(compania,sucursal,emisor);PEBDDATA2;apdayc;sofia
id_articulo;6;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_Concatenate(compania,articulo);PEBDDATA2;apdayc;sofia
id_cliente;7;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_Concatenate(compania,cliente);PEBDDATA2;apdayc;sofia
id_compania;1;F;F;F;T;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;compania;PEBDDATA2;apdayc;sofia
id_compania_aten;9;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;compaten;PEBDDATA2;apdayc;sofia
id_comprobante;5;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;nropedido;PEBDDATA2;apdayc;sofia
id_comprobante_atencion;13;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;compaten;PEBDDATA2;apdayc;sofia
id_documento_atencion;12;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;docucomalm;PEBDDATA2;apdayc;sofia
id_documento_pedido_ades_despacho;0;F;T;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;id;PEBDDATA2;apdayc;sofia
