COLUMN_NAME;COLUMN_ID;IS_FILTER_DATE;IS_ID;IS_ORDER_BY;IS_PARTITION;NEW_DATA_TYPE;TABLE_NAME;TRANSFORMATION;ENDPOINT_NAME;DATA_SOURCE;TEAM
id_documento_transaccion;4;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;docupedido;PEBDDATA2;apdayc;sofia
id_procedimiento;8;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;procpedido;PEBDDATA2;apdayc;sofia
id_sucursal;2;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_Concatenate(compania,sucursal);PEBDDATA2;apdayc;sofia
id_sucursal_aten;10;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_Concatenate(compania,sucuaten);PEBDDATA2;apdayc;sofia
importe;37;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;importe;PEBDDATA2;apdayc;sofia
lastmodifydate;-1;T;F;F;F;timestamp;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;lastmodifydate;PEBDDATA2;apdayc;sofia
nro_comprobante;18;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;nropedido;PEBDDATA2;apdayc;sofia
nro_docum_aten;27;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;nrocomalm;PEBDDATA2;apdayc;sofia
processdate;-2;F;F;F;F;timestamp;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_Datetime();PEBDDATA2;apdayc;sofia
processperiod;-3;F;F;F;T;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;fn_transform_Date_to_String(fn_transform_DateMagic(fecpedido,yyyy-MM-dd,1900-01-01),yyyyMM);PEBDDATA2;apdayc;sofia
usuario_creacion;41;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;usuacreac;PEBDDATA2;apdayc;sofia
usuario_modificacion;43;F;F;F;F;string;T_DOCUMENTO_PEDIDO_ADES_DESPACHO;usuaulmod;PEBDDATA2;apdayc;sofia
